Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
2,p,1053000,1,73,9.7,3103,1,2,231,98,1985,2,145.0821,Eastern,5682
3,r,1472000,1,161,9.7,3103,2,2,306,170,1995,2,145.0848,Eastern,5682
2,p,754000,0,135,9.7,3103,1,1,87,88,1990,2,145.081,Eastern,5682
4,h,2188000,1,135,9.7,3103,2,2,752,253,1981,2,145.0747,Eastern,5682
2,p,755000,0,161,9.7,3103,1,1,213,92,1980,2,145.0789,Eastern,5682
4,h,3290000,1,106,9.7,3103,3,2,1007,350,1910,2,145.0995,Eastern,5682
4,h,2410000,1,73,9.7,3103,2,1,685,207,1940,2,145.071,Eastern,5682
2,p,650000,1,106,9.7,3103,1,1,0,150,1960,2,145.084,Eastern,5682
4,h,2000000,0,260,9.7,3103,1,2,739,291,1930,2,145.0631,Eastern,5682
4,h,1900000,1,134,9.7,3103,2,1,665,155,1940,2,145.0825,Eastern,5682
3,h,3401000,1,106,9.7,3103,2,1,706,166,1930,2,145.0748,Eastern,5682
3,h,1750000,4,106,9.7,3103,2,3,613,193,1943,2,145.0688,Eastern,5682
5,h,3020000,0,106,9.7,3103,3,2,715,420,2009,2,145.0768,Eastern,5682
5,h,2450000,1,135,9.7,3103,2,2,981,260,1960,2,145.0627,Eastern,5682
2,p,730000,1,260,9.7,3103,1,1,130,80,1960,2,145.0876,Eastern,5682
3,h,1500000,3,161,9.7,3103,2,2,404,190,2011,2,145.1011,Eastern,5682
4,h,1700000,4,135,9.7,3103,1,1,672,115,1935,2,145.0792,Eastern,5682
3,r,1315000,1,260,9.2,3104,2,2,260,167,2000,2,145.1021,Eastern,7809
3,h,1500000,0,106,9.2,3104,2,1,778,154,1950,2,145.0789,Eastern,7809
4,h,3230000,1,106,9.2,3104,4,3,1135,275,1960,2,145.0892,Eastern,7809
4,h,1905000,1,161,9.2,3104,2,2,647,185,1955,2,145.0868,Eastern,7809
5,h,3300000,0,260,9.2,3104,4,2,760,477,2015,2,145.0907,Eastern,7809
4,h,1900000,4,73,9.2,3104,2,2,642,215,1955,2,145.0726,Eastern,7809
3,h,2251000,1,135,9.2,3104,1,2,888,137,1950,2,145.0949,Eastern,7809
4,h,2205000,0,193,9.2,3104,2,2,750,214,1950,2,145.0788,Eastern,7809
3,h,1265000,1,260,9.2,3104,2,1,347,160,2011,2,145.1035,Eastern,7809
4,h,1750000,1,111,9.2,3104,2,2,673,185,1960,2,145.0918,Eastern,7809
3,h,1450000,4,106,9.2,3104,1,2,665,124,1950,2,145.0781,Eastern,7809
4,h,2614000,1,73,9.2,3104,2,2,772,150,1955,2,145.0787,Eastern,7809
4,h,1825000,1,73,9.2,3104,2,3,736,225,1958,2,145.1028,Eastern,7809
5,h,3250000,0,106,9.2,3104,4,2,886,520,2013,2,145.0951,Eastern,7809
3,r,1150000,1,47,9.2,3104,2,1,207,144,2003,2,145.092,Eastern,7809
4,h,1572000,1,260,9.2,3104,2,2,662,330,1965,2,145.1007,Eastern,7809
5,h,1750000,4,106,9.2,3104,3,2,705,365,2013,2,145.0775,Eastern,7809
4,h,1850000,4,106,9.2,3104,2,2,619,254,1990,2,145.0843,Eastern,7809
4,h,2130000,0,193,9.2,3104,3,2,1274,275,1970,2,145.0907,Eastern,7809
5,h,3690000,1,193,9.2,3104,4,2,624,154,1967,2,145.0797,Eastern,7809
4,h,1740000,4,106,9.2,3104,2,2,610,275,1993,2,145.0891,Eastern,7809
4,h,2575000,0,106,9.2,3104,3,2,657,355,2006,2,145.0904,Eastern,7809
4,h,1388800,1,106,9.2,3104,2,1,517,247,1970,2,145.0926,Eastern,7809
4,h,1800000,4,74,9.2,3104,2,4,587,165,1960,2,145.0953,Eastern,7809
4,h,2910000,1,135,9.2,3104,3,2,1070,247,1992,2,145.0716,Eastern,7809
5,h,2200000,4,161,9.2,3104,3,2,900,355,1955,2,145.0677,Eastern,7809
3,h,1700000,4,73,9.2,3104,2,3,763,168,1960,2,145.0865,Eastern,7809
3,h,1230000,1,161,9.2,3104,3,1,310,188,2012,2,145.1014,Eastern,7809
7,h,2600000,0,16,9.2,3104,3,3,637,529,2008,2,145.0967,Eastern,7809
4,h,1950000,1,73,9.2,3104,3,2,665,232,1970,2,145.0904,Eastern,7809
5,h,1750000,0,193,9.2,3104,2,2,710,170,1955,2,145.0916,Eastern,7809
5,h,2000000,1,73,9.2,3104,2,2,1002,244,1950,2,145.0984,Eastern,7809
3,h,1480000,0,106,9.2,3104,1,4,605,116,1950,2,145.0696,Eastern,7809
3,h,1818000,1,73,9.2,3104,1,1,722,90,1930,2,145.0829,Eastern,7809
4,h,2525000,0,106,9.2,3104,2,2,1235,196,1960,2,145.089,Eastern,7809
4,h,3360000,1,13,9.2,3104,3,1,904,420,2003,2,145.086,Eastern,7809
3,h,1903000,1,161,9.2,3104,1,2,713,720,1950,2,145.0816,Eastern,7809
4,h,1720000,0,135,9.2,3104,3,2,869,170,1950,2,145.0999,Eastern,7809
4,h,1675000,1,73,9.2,3104,2,2,667,201,1974,2,145.0883,Eastern,7809
4,r,1680000,1,161,9.2,3104,3,1,362,200,2014,2,145.0788,Eastern,7809
5,h,4000000,0,135,9.2,3104,5,4,1364,518,2013,2,145.0859,Eastern,7809
4,h,2205000,1,73,9.2,3104,2,2,1010,250,1950,2,145.0903,Eastern,7809
3,h,2100000,4,106,9.2,3104,2,3,949,175,1940,2,145.0696,Eastern,7809
2,h,685000,3,106,9.2,3104,1,1,177,85,1975,2,145.0679,Eastern,7809
3,h,1335000,1,73,9.2,3104,2,2,368,177,2009,2,145.0935,Eastern,7809
4,h,1900000,4,167,9.2,3104,2,4,587,165,1960,2,145.0953,Eastern,7809
2,p,1040000,1,73,9.2,3104,1,1,250,112,1995,2,145.0959,Eastern,7809
4,h,1250000,4,135,9.2,3104,2,2,644,153,1950,2,145.0993,Eastern,7809
5,h,1875000,0,73,9.2,3104,3,2,842,200,1961,2,145.0869,Eastern,7809
4,h,1530000,0,260,9.2,3104,2,2,701,198,1960,2,145.0954,Eastern,7809
4,h,1700000,4,106,9.2,3104,2,5,754,175,1960,2,145.0886,Eastern,7809
3,h,1651000,1,155,9.2,3104,1,2,657,151,1960,2,145.0985,Eastern,7809
5,h,1920000,1,135,9.2,3104,3,2,900,355,1955,2,145.0677,Eastern,7809
5,h,1560000,1,192,9.2,3104,2,3,845,199,1980,2,145.1021,Eastern,7809
3,h,1038000,1,47,9.2,3104,2,1,207,144,2003,2,145.092,Eastern,7809
5,h,1660000,0,260,9.2,3104,3,2,737,193,1950,2,145.0961,Eastern,7809
3,h,1770000,0,73,9.2,3104,2,1,720,147,1955,2,145.0838,Eastern,7809
2,p,691500,1,73,9.2,3104,1,1,0,102,1968,2,145.0666,Eastern,7809
3,p,875000,1,260,13,3204,1,2,348,121,1950,8,145.0479,Eastern,6795
3,h,1425000,1,32,13,3204,2,2,613,143,1960,8,145.0428,Eastern,6795
2,r,851000,1,260,13,3204,1,1,140,250,1970,8,145.0443,Eastern,6795
3,h,1222500,1,196,13,3204,2,2,299,181,2000,8,145.0406,Eastern,6795
3,h,1317500,1,32,13,3204,1,1,576,127,1945,8,145.0254,Eastern,6795
2,p,360000,0,32,13,3204,1,1,0,69,1965,8,145.045,Eastern,6795
4,r,1435000,1,260,13,3204,3,2,291,212,2012,8,145.0337,Eastern,6795
3,h,1110000,1,32,13,3204,1,2,692,164,1940,8,145.04,Eastern,6795
4,h,2435000,1,32,13,3204,2,2,795,250,1928,8,145.0314,Eastern,6795
3,h,1500000,0,260,13,3204,2,1,565,222,1940,8,145.0263,Eastern,6795
4,h,1300000,0,32,13,3204,2,2,697,194,1940,8,145.0474,Eastern,6795
3,h,1125000,1,260,13,3204,1,2,584,116,1948,8,145.0477,Eastern,6795
4,h,1328000,1,260,13,3204,2,2,610,112,1940,8,145.0472,Eastern,6795
3,h,1340000,1,260,13,3204,2,1,526,135,1910,8,145.031,Eastern,6795
4,r,1155000,1,32,13,3204,3,2,271,205,2010,8,145.0494,Eastern,6795
3,h,1275000,1,32,13,3204,1,4,758,138,1960,8,145.043,Eastern,6795
2,h,855000,3,135,13,3204,1,1,296,103,1940,8,145.0376,Eastern,6795
2,p,650000,3,260,13,3204,1,1,116,92,1960,8,145.0336,Eastern,6795
4,h,1815000,1,32,13,3204,2,4,902,233,1950,8,145.0504,Eastern,6795
4,h,2255000,1,260,13,3204,3,2,557,353,2008,8,145.0251,Eastern,6795
2,p,855000,1,260,13,3204,2,3,226,475,2005,8,145.031,Eastern,6795
4,h,1860000,0,140,13,3204,2,3,855,197,1930,8,145.0324,Eastern,6795
2,p,725000,1,260,13,3204,1,1,227,100,1990,8,145.0387,Eastern,6795
3,h,1293000,1,32,13,3204,1,1,632,108,1950,8,145.0367,Eastern,6795
3,h,1328000,1,255,13,3204,2,2,690,245,1970,8,145.0469,Eastern,6795
4,r,1247000,1,260,13,3204,2,3,354,255,2008,8,145.0441,Eastern,6795
3,h,1370000,1,260,13,3204,1,2,624,143,1950,8,145.0374,Eastern,6795
3,h,1095000,1,32,13,3204,2,1,581,170,1965,8,145.0495,Eastern,6795
2,p,725000,1,260,13,3204,1,1,677,88,2012,8,145.0359,Eastern,6795
3,r,825000,1,32,13,3204,2,2,147,149,2007,8,145.0352,Eastern,6795
3,r,1235000,1,32,13,3204,2,2,0,160,2012,8,145.0478,Eastern,6795
3,h,1165000,0,32,13,3204,1,2,694,125,1950,8,145.0445,Eastern,6795
4,h,1910000,1,260,13,3204,2,4,736,284,1950,8,145.0462,Eastern,6795
2,p,820000,1,260,13,3204,1,3,336,109,1960,8,145.0375,Eastern,6795
4,h,1430000,1,260,13,3204,2,2,611,168,1970,8,145.0481,Eastern,6795
2,h,910000,1,32,13,3204,1,2,274,96,1970,8,145.0413,Eastern,6795
4,h,2520000,0,32,13,3204,4,2,579,361,2012,8,145.0243,Eastern,6795
5,h,1900000,1,255,13,3204,2,2,567,250,1926,8,145.0401,Eastern,6795
2,r,670000,0,32,13,3204,2,1,123,90,2007,8,145.0379,Eastern,6795
2,r,680000,0,17,13,3204,1,1,83,107,1998,8,145.0341,Eastern,6795
4,r,1320000,1,32,13,3204,3,3,346,220,2010,8,145.041,Eastern,6795
6,h,1900000,1,260,13,3204,3,2,708,275,1988,8,145.044,Eastern,6795
3,h,1535000,1,32,13,3204,2,2,572,150,1930,8,145.0404,Eastern,6795
4,h,1281000,1,260,13,3204,1,5,594,150,1940,8,145.0383,Eastern,6795
5,h,1385000,1,32,13,3204,2,2,664,178,1950,8,145.048,Eastern,6795
4,h,2620000,1,32,13,3204,4,2,579,361,2012,8,145.0243,Eastern,6795
2,h,825000,1,32,13.9,3165,2,1,176,125,2008,8,145.0763,Eastern,10969
2,p,746000,1,260,13.9,3165,1,2,281,95,2002,8,145.0796,Eastern,10969
5,h,1275000,3,32,13.9,3165,2,2,683,190,1960,8,145.0602,Eastern,10969
3,p,1025000,1,255,13.9,3165,2,2,384,120,1999,8,145.0557,Eastern,10969
2,p,495000,1,255,13.9,3165,1,1,76,79,1980,8,145.0842,Eastern,10969
4,h,1220000,1,94,13.9,3165,2,2,585,178,1950,8,145.0771,Eastern,10969
3,h,885000,1,35,13.9,3165,1,2,565,110,1950,8,145.0808,Eastern,10969
3,r,830000,0,32,13.9,3165,2,2,292,141,2012,8,145.069,Eastern,10969
4,r,1210000,1,260,13.9,3165,3,2,291,222,2014,8,145.0546,Eastern,10969
4,r,1160000,1,260,13.9,3165,2,2,321,180,2006,8,145.0714,Eastern,10969
3,h,1215000,1,255,13.9,3165,2,3,730,110,1970,8,145.0705,Eastern,10969
4,h,1200000,1,260,13.9,3165,2,2,619,191,1960,8,145.0688,Eastern,10969
3,h,1050000,1,32,13.9,3165,2,2,627,140,1950,8,145.0668,Eastern,10969
5,h,950000,4,255,13.9,3165,2,4,618,146,1950,8,145.0757,Eastern,10969
2,p,380000,0,32,13.9,3165,2,1,0,78,1970,8,145.0674,Eastern,10969
3,h,1338000,1,32,13.9,3165,2,2,610,177,1970,8,145.066,Eastern,10969
2,p,651000,1,82,13.9,3165,1,1,265,150,1960,8,145.0747,Eastern,10969
3,h,1390000,1,32,13.9,3165,2,2,590,0,1960,8,145.0757,Eastern,10969
3,h,1100000,3,32,13.9,3165,1,2,578,163,1955,8,145.0709,Eastern,10969
4,h,1206000,1,94,13.9,3165,1,1,636,138,1940,8,145.0612,Eastern,10969
2,r,486500,1,260,13.9,3165,1,1,0,75,1960,8,145.0681,Eastern,10969
4,h,1415000,1,32,13.9,3165,2,2,604,177,1970,8,145.0707,Eastern,10969
4,r,1185000,1,260,13.9,3165,2,2,305,207,2012,8,145.0507,Eastern,10969
4,r,1060000,1,255,13.9,3165,3,1,313,166,1960,8,145.0765,Eastern,10969
3,h,845000,1,196,13.9,3165,2,2,295,145,1998,8,145.0781,Eastern,10969
3,r,860000,4,32,13.9,3165,2,1,254,117,1995,8,145.0558,Eastern,10969
3,r,921000,1,32,13.9,3165,2,2,167,140,2009,8,145.0733,Eastern,10969
2,h,742500,1,255,13.9,3165,1,1,300,135,1960,8,145.0726,Eastern,10969
3,h,920000,0,32,13.9,3165,2,2,578,120,1950,8,145.0805,Eastern,10969
2,h,702000,0,32,13.9,3165,1,1,591,102,1960,8,145.071,Eastern,10969
3,r,805000,1,260,13.9,3165,2,1,268,117,2000,8,145.0691,Eastern,10969
4,h,1100000,1,94,13.9,3165,2,1,274,190,2004,8,145.0735,Eastern,10969
3,h,1050000,1,255,13.9,3165,1,4,726,131,1950,8,145.0695,Eastern,10969
2,h,722000,1,32,13.9,3165,2,1,201,79,2005,8,145.0657,Eastern,10969
3,h,930000,3,32,13.9,3165,1,2,588,133,1960,8,145.069,Eastern,10969
3,h,921000,1,32,13.9,3165,2,1,291,119,2000,8,145.0829,Eastern,10969
4,h,1035000,0,72,13.9,3165,1,2,610,160,1950,8,145.0691,Eastern,10969
4,h,1352000,1,260,13.9,3165,2,2,618,196,1950,8,145.0562,Eastern,10969
4,r,1005000,3,255,13.9,3165,2,2,296,205,2006,8,145.057,Eastern,10969
5,h,1600000,1,32,13.9,3165,2,2,659,315,1930,8,145.0547,Eastern,10969
3,h,1200000,1,260,13.9,3165,1,1,721,120,1970,8,145.0665,Eastern,10969
3,h,780000,0,32,13.9,3165,2,2,421,126,1950,8,145.0809,Eastern,10969
4,r,1250000,0,32,13.9,3165,2,2,314,231,2010,8,145.0598,Eastern,10969
4,h,1110000,1,32,13.9,3165,2,2,583,176,1960,8,145.0624,Eastern,10969
4,h,1690000,1,82,13.9,3165,2,2,700,165,1950,8,145.0534,Eastern,10969
3,p,791000,1,255,13.9,3165,3,1,391,122,1950,8,145.0788,Eastern,10969
3,h,900000,4,19,13.9,3165,1,3,780,140,1940,8,145.0507,Eastern,10969
3,r,970000,1,137,13.9,3165,2,2,267,156,2000,8,145.0566,Eastern,10969
3,h,823000,1,35,13.9,3165,2,2,213,143,2003,8,145.0707,Eastern,10969
4,r,1045000,1,32,13.9,3165,2,1,316,190,2010,8,145.0789,Eastern,10969
2,p,655000,1,260,13.9,3165,1,1,154,80,2000,8,145.0685,Eastern,10969
5,h,1550000,1,94,13.9,3165,3,2,623,257,1950,8,145.0541,Eastern,10969
3,h,835000,1,255,13.9,3165,1,1,250,105,1980,8,145.0537,Eastern,10969
4,r,1465000,1,32,13.9,3165,2,2,319,256,2015,8,145.0533,Eastern,10969
3,h,910000,1,32,13.9,3165,1,1,587,96,1950,8,145.0763,Eastern,10969
3,p,920000,3,32,13.9,3165,2,1,388,123,2007,8,145.053,Eastern,10969
3,r,935000,1,260,13.9,3165,2,2,230,160,2012,8,145.0592,Eastern,10969
3,h,977000,1,32,13.9,3165,1,2,543,163,1970,8,145.0705,Eastern,10969
3,h,1352000,1,255,13.9,3165,1,2,686,122,1950,8,145.0765,Eastern,10969
4,h,1115000,3,32,13.9,3165,2,2,575,160,1960,8,145.0654,Eastern,10969
3,h,1197000,1,32,13.9,3165,1,2,692,147,1949,8,145.0563,Eastern,10969
2,p,485000,3,32,13.9,3165,2,2,0,83,2011,8,145.0708,Eastern,10969
4,h,1365000,0,135,13.9,3165,1,1,582,151,1960,8,145.0598,Eastern,10969
4,h,1698888,1,260,13.9,3165,2,2,598,337,2006,8,145.0774,Eastern,10969
3,r,965000,1,32,13.9,3165,2,1,283,28,2010,8,145.08,Eastern,10969
3,p,870000,1,255,13.9,3165,2,2,365,150,2011,8,145.0754,Eastern,10969
3,h,1161000,1,260,13.9,3165,2,3,629,168,1950,8,145.0752,Eastern,10969
3,h,1266000,1,260,13.9,3165,1,3,676,146,1970,8,145.0531,Eastern,10969
3,r,700000,0,260,13.9,3165,2,2,194,200,2008,8,145.0801,Eastern,10969
4,r,1325000,1,32,13.9,3165,4,2,363,265,2012,8,145.0686,Eastern,10969
3,p,770000,0,260,13.9,3165,2,1,281,132,2005,8,145.0811,Eastern,10969
1,p,380000,1,260,13.9,3165,1,1,0,99,1970,8,145.0619,Eastern,10969
4,h,1175000,1,192,13.9,3165,2,2,620,158,1980,8,145.0669,Eastern,10969
3,h,1200000,1,255,13.9,3165,1,1,640,120,1960,8,145.0776,Eastern,10969
4,h,1370000,3,82,13.9,3165,1,2,684,196,1970,8,145.0751,Eastern,10969
4,h,1433500,1,94,13.9,3165,1,1,725,186,1950,8,145.0502,Eastern,10969
3,r,860000,0,260,13.9,3165,2,1,210,131,2005,8,145.061,Eastern,10969
2,p,715000,1,260,13.9,3165,1,1,194,114,1995,8,145.0598,Eastern,10969
2,h,710000,1,32,13.9,3165,1,1,0,115,1950,8,145.0606,Eastern,10969
5,h,1550000,0,260,13.9,3165,3,2,583,296,2007,8,145.0699,Eastern,10969
3,p,790000,1,260,13.9,3165,1,2,406,100,1996,8,145.0737,Eastern,10969
3,h,1020000,1,160,13.9,3165,1,2,596,144,1960,8,145.0771,Eastern,10969
3,h,886000,1,196,13.9,3165,2,1,185,122,2012,8,145.0787,Eastern,10969
4,h,1015000,1,35,13.9,3165,2,3,625,198,1997,8,145.0726,Eastern,10969
4,h,1255000,1,32,13.9,3165,2,2,610,167,1950,8,145.0757,Eastern,10969
3,h,1320000,1,32,13.9,3165,1,1,593,94,1950,8,145.067,Eastern,10969
3,h,870000,1,82,13.9,3165,2,1,326,133,1950,8,145.0545,Eastern,10969
4,h,1472500,1,260,13.9,3165,2,2,592,219,2013,8,145.0572,Eastern,10969
2,h,640000,0,260,13.9,3165,2,2,298,118,2005,8,145.0716,Eastern,10969
4,h,1620000,1,260,13.1,3128,2,2,697,255,1940,28,145.135,Eastern,4605
2,p,645000,1,140,13.1,3128,1,1,140,81,1965,28,145.1299,Eastern,4605
4,h,1560000,0,106,13.1,3128,2,3,729,167,1905,28,145.1267,Eastern,4605
3,h,1715000,3,135,13.1,3128,2,2,458,170,1950,28,145.1216,Eastern,4605
3,h,1200000,3,135,13.1,3128,1,2,550,0,1950,28,145.1298,Eastern,4605
3,h,1760000,1,73,13.1,3128,1,0,741,151,1910,28,0,Eastern,4605
3,h,948000,1,196,13.1,3128,1,2,384,108,1950,28,0,Eastern,4605
2,p,465000,1,196,13.1,3128,2,1,0,65,2010,28,0,Eastern,4605
4,r,975000,4,126,13.1,3128,2,2,299,158,2008,28,0,Eastern,4605
3,h,1325000,1,126,13.1,3128,1,1,702,134,1950,28,145.1209,Eastern,4605
3,r,750000,1,106,13.1,3128,2,1,150,3,2000,28,0,Eastern,4605
3,h,1400000,1,260,13.1,3128,2,1,643,159,1940,28,0,Eastern,4605
3,h,1500000,3,196,13.1,3128,1,2,664,106,1930,28,0,Eastern,4605
4,h,1600000,1,73,13.1,3128,2,1,692,195,1890,28,0,Eastern,4605
4,h,1461400,1,5,13.1,3128,2,2,780,235,1927,28,0,Eastern,4605
3,p,775000,1,73,13.1,3128,1,1,211,108,1980,28,0,Eastern,4605
4,h,1670000,1,161,13.1,3128,4,4,707,162,1926,28,0,Eastern,4605
3,h,4000000,4,126,13.1,3128,1,2,763,120,1945,28,0,Eastern,4605
3,h,928000,1,126,13.1,3128,1,1,307,106,1890,28,0,Eastern,4605
2,p,636000,1,179,13.1,3128,1,1,151,82,1970,28,0,Eastern,4605
3,h,1170000,1,196,13.1,3128,1,1,755,95,1920,28,0,Eastern,4605
4,h,1670000,1,135,13.1,3128,2,2,590,231,1924,28,145.1242,Eastern,4605
3,h,857000,1,73,13.1,3128,1,1,492,119,1930,28,145.1195,Eastern,4605
3,r,822500,1,161,13.1,3128,2,1,238,130,2000,28,145.1355,Eastern,4605
2,h,645000,1,16,10.8,3019,1,1,566,75,1950,16,144.8524,Eastern,3589
3,r,502000,3,222,10.8,3019,1,1,220,106,2011,16,144.8561,Eastern,3589
3,p,495000,1,20,10.8,3019,2,1,327,124,2006,16,144.8517,Eastern,3589
2,h,868000,1,20,10.8,3019,1,4,749,77,1950,16,144.847,Eastern,3589
4,h,645000,3,23,10.8,3019,2,1,283,154,1990,16,144.8485,Eastern,3589
3,h,652000,1,16,10.8,3019,2,1,216,145,2010,16,144.8605,Eastern,3589
4,h,850000,2,222,10.8,3019,2,2,606,240,2002,16,144.862,Eastern,3589
3,h,575000,1,230,10.8,3019,1,3,559,98,1955,16,144.852,Eastern,3589
4,h,882000,1,239,10.8,3019,2,2,393,216,2008,16,144.8543,Eastern,3589
3,h,730000,1,16,10.8,3019,2,2,544,135,1970,16,144.855,Eastern,3589
4,h,610000,4,23,10.8,3019,2,1,283,154,1990,16,144.8485,Eastern,3589
3,h,696000,1,257,10.8,3019,1,0,557,90,1960,16,144.8515,Eastern,3589
3,r,579000,1,222,10.8,3019,2,1,198,144,2013,16,144.8625,Eastern,3589
3,h,765000,1,78,10.8,3019,1,1,658,105,1960,16,144.8485,Eastern,3589
2,r,475000,1,16,10.8,3019,1,1,115,104,1980,16,144.854,Eastern,3589
4,h,550000,1,16,10.8,3019,2,1,288,160,2000,16,144.855,Eastern,3589
3,h,495000,1,31,10.8,3019,1,1,158,138,2005,16,144.8465,Eastern,3589
3,h,565000,1,155,10.8,3019,2,1,566,78,1970,16,144.8523,Eastern,3589
3,h,1635000,1,32,11.2,3186,1,2,366,156,1920,1,145.0001,Eastern,10579
4,h,3695000,1,135,11.2,3186,3,2,836,284,1960,1,144.9898,Eastern,10579
2,p,536000,3,94,11.2,3186,1,2,0,70,1970,1,145.0043,Eastern,10579
4,h,3700000,1,135,11.2,3186,3,2,742,247,1900,1,144.9878,Eastern,10579
3,h,1975000,1,32,11.2,3186,1,2,432,122,1930,1,144.996,Eastern,10579
3,h,1390000,1,228,11.2,3186,1,2,340,137,1975,1,145.0007,Eastern,10579
4,h,2905000,1,135,11.2,3186,3,1,487,260,1905,1,144.9991,Eastern,10579
2,p,1300000,1,160,11.2,3186,2,2,329,132,1940,1,145.004,Eastern,10579
3,r,1725000,0,32,11.2,3186,2,2,411,225,1997,1,145.0035,Eastern,10579
3,h,2100000,1,32,11.2,3186,2,2,463,209,1970,1,144.9968,Eastern,10579
2,p,800000,1,94,11.2,3186,1,1,90,74,1960,1,145.0038,Eastern,10579
4,h,1761000,1,111,11.2,3186,2,3,615,135,1920,1,145.0026,Eastern,10579
3,h,1302500,1,160,11.2,3186,2,2,0,171,1993,1,144.9942,Eastern,10579
5,h,2750000,4,32,11.2,3186,3,1,509,341,2005,1,144.9984,Eastern,10579
2,p,892500,1,160,11.2,3186,1,2,232,92,1970,1,144.9973,Eastern,10579
4,h,2145000,1,32,11.2,3186,2,1,550,197,1910,1,145.0017,Eastern,10579
5,h,3171000,1,23,11.2,3186,2,2,710,340,2000,1,145.0008,Eastern,10579
2,p,620000,1,82,11.2,3186,2,1,0,74,2013,1,144.9954,Eastern,10579
3,r,1475000,0,32,11.2,3186,2,2,345,163,2000,1,144.9907,Eastern,10579
3,h,1650000,1,160,11.2,3186,2,2,0,111,1980,1,144.9895,Eastern,10579
5,h,1562500,0,32,11.2,3186,2,2,655,202,1925,1,145.0044,Eastern,10579
3,h,2050000,0,260,11.2,3186,3,2,398,262,2012,1,144.9901,Eastern,10579
4,h,3320000,1,32,11.2,3186,3,2,644,364,2000,1,144.9972,Eastern,10579
2,p,1100000,1,32,11.2,3186,1,2,0,85,1935,1,144.995,Eastern,10579
3,h,1650000,1,94,11.2,3186,2,1,354,143,1910,1,145.0017,Eastern,10579
2,h,1570000,1,32,11.2,3186,1,0,352,111,1920,1,145.001,Eastern,10579
3,h,1785000,3,32,11.2,3186,2,1,404,118,1953,1,144.9996,Eastern,10579
3,h,1875000,1,94,11.2,3186,2,2,275,170,1991,1,144.9924,Eastern,10579
3,p,1266000,1,94,11.2,3186,1,2,277,116,1950,1,144.991,Eastern,10579
5,h,2730000,1,82,11.2,3186,3,2,895,423,1938,1,145.0028,Eastern,10579
4,h,3295888,1,94,11.2,3186,3,2,565,337,1990,1,144.9991,Eastern,10579
1,p,375000,1,260,11.2,3186,1,1,0,40,1965,1,144.993,Eastern,10579
2,p,756000,1,32,11.2,3186,1,1,0,80,1920,1,144.9909,Eastern,10579
5,h,2100000,0,94,11.2,3186,5,2,552,219,1920,1,144.997,Eastern,10579
3,h,2375000,1,87,11.2,3186,2,2,547,302,2000,1,145.0034,Eastern,10579
3,h,1385000,1,32,11.2,3186,1,2,426,120,1935,1,145.0045,Eastern,10579
2,p,858000,1,135,11.2,3186,1,1,107,75,1950,1,144.9982,Eastern,10579
4,h,2800000,1,23,11.2,3186,2,4,569,229,1910,1,145.0011,Eastern,10579
5,h,3700000,4,111,11.2,3186,3,4,1572,305,1890,1,144.9944,Eastern,10579
4,h,2475000,4,135,11.2,3186,2,2,605,274,1920,1,145.0064,Eastern,10579
4,h,2700000,3,160,11.2,3186,2,2,732,333,1925,1,144.9953,Eastern,10579
4,h,3900000,1,160,11.2,3186,2,2,842,311,1990,1,145.0043,Eastern,10579
2,p,610000,1,192,11.2,3186,1,1,0,75,2005,1,145.0013,Eastern,10579
2,h,1532000,1,94,11.2,3186,1,2,411,165,1910,1,145.004,Eastern,10579
2,r,1037000,1,32,11.2,3186,1,2,125,2,2009,1,145.0051,Eastern,10579
4,h,3050000,3,32,11.2,3186,4,2,578,319,1995,1,145.0008,Eastern,10579
4,r,1630000,3,23,11.2,3186,2,2,432,196,2000,1,145.0022,Eastern,10579
4,h,2640000,1,94,11.2,3186,2,2,848,246,1975,1,145.0042,Eastern,10579
1,p,671000,1,32,11.2,3186,1,1,70,74,1980,1,145.0003,Eastern,10579
4,r,2250000,3,135,11.2,3186,2,2,230,281,2012,1,145.0056,Eastern,10579
3,h,2900000,1,160,11.2,3186,1,1,659,161,1942,1,144.9953,Eastern,10579
4,h,2405000,1,192,11.2,3186,1,2,695,142,1970,1,144.9969,Eastern,10579
3,p,1352500,1,260,11.2,3186,2,1,280,110,1993,1,144.989,Eastern,10579
5,h,3105000,1,135,11.2,3186,2,2,1045,304,1930,1,145.0012,Eastern,10579
4,h,1500000,4,94,11.2,3186,2,1,549,195,1990,1,144.9982,Eastern,10579
4,h,1940000,1,260,10.7,3187,2,2,682,240,1960,1,145.0122,Eastern,6938
4,h,1850000,1,160,10.7,3187,2,2,617,268,1940,1,145.007,Eastern,6938
3,h,930000,3,135,10.7,3187,1,1,329,117,1930,1,145.0218,Eastern,6938
4,h,1310000,0,260,10.7,3187,3,2,618,213,2008,1,145.0219,Eastern,6938
4,h,2504000,1,135,10.7,3187,2,2,674,183,1950,1,145.0125,Eastern,6938
2,h,1445000,1,23,10.7,3187,1,1,649,126,1940,1,145.0142,Eastern,6938
4,h,1825000,0,32,10.7,3187,3,2,594,594,1973,1,145.0118,Eastern,6938
5,h,1700000,4,135,10.7,3187,2,1,994,274,1935,1,145.0187,Eastern,6938
